file_path,last_folder
data_mono\1044\3\5_3_0_SZZD30S__04-05-21-06-35-06.wav,3
data_mono\0001\1\2_1_1_mvmk23n__24-02-21-02-35-54.wav,1
data_mono\0005\0\1_0_1_MMMK17L__01-03-21-06-24-51.wav,0
data_mono\1008\1\2_1_1_mvmk18n__03-04-21-10-06-29.wav,1
data_mono\1008\4\4_4_0_SKMD18T__03-04-21-01-29-45.wav,4
data_mono\1057\2\3_2_1_okzk10r__28-04-21-02-22-03.wav,2
data_mono\1005\0\1_0_0_MMMD10L__30-03-21-02-47-25.wav,0
data_mono\1023\2\3_2_1_okzk11r__07-04-21-05-08-36.wav,2
data_mono\1036\3\5_3_0_SZZD01S__13-04-21-01-15-06.wav,3
data_mono\0003\3\5_3_0_SZZD23S__28-02-21-09-49-55.wav,3
data_mono\1004\0\1_0_0_MMMD28L__21-04-21-03-23-16.wav,0
data_mono\1009\1\2_1_1_mvmk19n__03-04-21-12-08-24.wav,1
data_mono\0005\4\4_4_1_SKMK05T__04-03-21-11-30-31.wav,4
data_mono\1017\1\2_1_0_mvmd01n__06-04-21-08-57-29.wav,1
data_mono\1062\0\1_0_1_MMMK10L__07-05-21-10-58-13.wav,0
data_mono\1004\0\1_0_0_MMMD22L__21-04-21-03-21-09.wav,0
data_mono\1030\0\1_0_0_MMMD11L__09-04-21-09-05-51.wav,0
data_mono\1045\1\2_1_0_mvmd14n__16-04-21-08-46-59.wav,1
data_mono\1043\1\2_1_0_mvmd21n__15-04-21-10-19-16.wav,1
data_mono\1004\1\2_1_0_mvmd08n__15-03-21-05-08-10.wav,1
data_mono\1017\0\1_0_1_MMMK20L__06-04-21-11-33-34.wav,0
data_mono\1017\2\3_2_0_okzd13r__06-04-21-10-54-54.wav,2
data_mono\1005\3\5_3_0_SZZD30S__30-03-21-02-19-42.wav,3
data_mono\1023\4\4_4_1_SKMK09T__07-04-21-07-43-13.wav,4
data_mono\1060\0\1_0_1_MMMK23L__03-05-21-10-52-15.wav,0
data_mono\1016\1\2_1_1_mvmk27n__06-04-21-12-20-35.wav,1
data_mono\1039\2\3_2_0_okzd09r__16-04-21-04-26-19.wav,2
data_mono\0001\0\1_0_0_MMMD16L__25-02-21-10-34-43.wav,0
data_mono\1049\2\3_2_1_okzk27r__15-04-21-01-02-38.wav,2
data_mono\1011\0\1_0_0_MMMD19L__06-04-21-10-17-53.wav,0
data_mono\1038\3\5_3_0_SZZD01S__19-04-21-05-01-41.wav,3
data_mono\1015\2\3_2_0_okzd31r__05-04-21-10-40-58.wav,2
data_mono\1044\3\5_3_0_SZZD19S__04-05-21-06-26-58.wav,3
data_mono\0006\1\2_1_0_mvmd20n__01-03-21-09-36-53.wav,1
data_mono\1053\3\5_3_0_SZZD27S__19-04-21-05-28-12.wav,3
data_mono\1044\3\5_3_0_SZZD05S__04-05-21-06-15-14.wav,3
data_mono\1037\2\3_2_1_okzk23r__15-04-21-03-27-05.wav,2
data_mono\1012\1\2_1_1_mvmk01n__04-04-21-05-49-20.wav,1
data_mono\0003\1\2_1_1_mvmk20n__28-02-21-03-29-36.wav,1
data_mono\0001\0\1_0_1_MMMK07L__25-02-21-10-38-34.wav,0
data_mono\1013\1\2_1_1_mvmk22n__05-04-21-04-18-14.wav,1
data_mono\1024\2\3_2_0_okzd12r__07-04-21-04-46-46.wav,2
data_mono\1034\1\2_1_0_mvmd01n__12-04-21-02-20-20.wav,1
data_mono\0003\1\2_1_0_mvmd12n__28-02-21-03-18-10.wav,1
data_mono\1049\1\2_1_1_mvmk27n__06-04-21-10-58-11.wav,1
data_mono\0002\1\2_1_0_mvmd11n__25-02-21-01-45-49.wav,1
data_mono\1051\1\2_1_0_mvmd26n__18-04-21-10-15-10.wav,1
data_mono\1027\2\3_2_0_okzd08r__08-04-21-05-52-15.wav,2
data_mono\1044\1\2_1_1_mvmk07n__19-04-21-10-07-58.wav,1
data_mono\0001\3\5_3_1_SZZK30S__25-02-21-11-39-48.wav,3
data_mono\1037\2\3_2_1_okzk15r__15-04-21-03-25-24.wav,2
data_mono\0003\1\2_1_0_mvmd17n__28-02-21-03-20-49.wav,1
data_mono\1010\1\2_1_1_mvmk01n__04-04-21-04-41-12.wav,1
data_mono\1011\2\3_2_1_okzk28r__04-04-21-03-52-53.wav,2
data_mono\1009\1\2_1_0_mvmd29n__03-04-21-12-03-43.wav,1
data_mono\1051\2\3_2_1_okzk13r__21-04-21-05-16-56.wav,2
data_mono\1004\1\2_1_1_mvmk19n__15-03-21-05-24-17.wav,1
data_mono\1062\0\1_0_1_MMMK23L__07-05-21-11-00-27.wav,0
data_mono\1036\2\3_2_1_okzk16r__13-04-21-12-41-31.wav,2
data_mono\1014\1\2_1_1_mvmk12n__05-04-21-08-30-56.wav,1
data_mono\1017\3\5_3_0_SZZD29S__06-04-21-11-53-13.wav,3
data_mono\1034\1\2_1_1_mvmk08n__12-04-21-02-35-06.wav,1
data_mono\1033\2\3_2_1_okzk21r__11-04-21-12-28-42.wav,2
data_mono\1058\1\2_1_0_mvmd01n__28-04-21-05-45-00.wav,1
data_mono\1012\2\3_2_1_okzk04r__04-04-21-06-07-04.wav,2
data_mono\0005\2\3_2_0_okzd02r__01-03-21-10-58-41.wav,2
data_mono\1034\1\2_1_1_mvmk18n__12-04-21-02-39-18.wav,1
data_mono\1030\1\2_1_1_mvmk17n__09-04-21-08-13-35.wav,1
data_mono\0002\4\4_4_0_SKMD11T__25-02-21-04-18-55.wav,4
data_mono\1051\1\2_1_1_mvmk08n__18-04-21-10-19-16.wav,1
data_mono\1005\0\1_0_0_MMMD09L__30-03-21-02-47-14.wav,0
data_mono\1003\4\4_4_0_SKMD02T__07-03-21-10-37-22.wav,4
data_mono\1004\2\3_2_1_okzk30r__15-03-21-06-45-17.wav,2
data_mono\1051\2\3_2_1_okzk08r__21-04-21-05-15-39.wav,2
data_mono\1060\0\1_0_0_MMMD24L__03-05-21-10-47-26.wav,0
data_mono\1009\1\2_1_1_mvmk17n__03-04-21-12-07-56.wav,1
data_mono\1062\0\1_0_1_MMMK04L__07-05-21-10-57-18.wav,0
data_mono\1014\4\4_4_0_SKMD26T__05-04-21-09-09-55.wav,4
data_mono\0006\2\3_2_0_okzd05r__01-03-21-09-47-08.wav,2
data_mono\1014\0\1_0_1_MMMK29L__11-04-21-08-53-22.wav,0
data_mono\1038\1\2_1_0_mvmd05n__15-04-21-03-52-03.wav,1
data_mono\1003\0\1_0_0_MMMD08L__07-03-21-09-49-22.wav,0
data_mono\1060\2\3_2_0_okzd29r__03-05-21-09-52-55.wav,2
data_mono\1051\1\2_1_1_mvmk17n__18-04-21-10-21-24.wav,1
data_mono\1008\3\5_3_1_SZZK28S__03-04-21-12-43-52.wav,3
data_mono\0003\4\4_4_0_SKMD21T__28-02-21-03-59-24.wav,4
data_mono\1008\4\4_4_0_SKMD27T__03-04-21-01-32-01.wav,4
data_mono\1028\1\2_1_1_mvmk14n__09-04-21-06-49-00.wav,1
data_mono\0002\1\2_1_1_mvmk27n__25-02-21-02-06-37.wav,1
data_mono\1062\4\4_4_0_SKMD02T__07-05-21-11-02-23.wav,4
data_mono\1045\2\3_2_0_okzd18r__16-04-21-09-09-40.wav,2
data_mono\1033\2\3_2_0_okzd09r__10-04-21-11-47-38.wav,2
data_mono\1030\3\5_3_0_SZZD20S__09-04-21-09-43-10.wav,3
data_mono\1014\1\2_1_1_mvmk14n__05-04-21-08-31-19.wav,1
data_mono\1045\1\2_1_0_mvmd30n__16-04-21-08-51-34.wav,1
data_mono\1036\3\5_3_0_SZZD25S__13-04-21-01-20-39.wav,3
data_mono\1045\3\5_3_1_SZZK27S__16-04-21-10-43-35.wav,3
data_mono\1027\3\5_3_0_SZZD26S__28-04-21-01-44-11.wav,3
data_mono\1011\3\5_3_0_SZZD22S__04-04-21-03-59-16.wav,3
data_mono\1014\3\5_3_1_SZZK27S__05-04-21-09-02-30.wav,3
data_mono\1011\0\1_0_1_MMMK18L__06-04-21-10-23-25.wav,0
data_mono\0001\2\3_2_1_okzk30r__25-02-21-10-29-58.wav,2
data_mono\1023\3\5_3_1_SZZK21S__07-04-21-05-27-21.wav,3
data_mono\1023\0\1_0_0_MMMD27L__07-04-21-07-21-18.wav,0
data_mono\1009\3\5_3_1_SZZK27S__27-04-21-06-52-26.wav,3
data_mono\1004\3\5_3_1_SZZK13S__15-03-21-06-59-07.wav,3
data_mono\1045\4\4_4_1_SKMK14T__16-04-21-10-17-06.wav,4
data_mono\1011\4\4_4_1_SKMK14T__18-04-21-07-35-41.wav,4
data_mono\1010\1\2_1_1_mvmk22n__04-04-21-04-46-21.wav,1
data_mono\1004\3\5_3_0_SZZD18S__15-03-21-06-52-30.wav,3
data_mono\1039\2\3_2_0_okzd05r__16-04-21-04-25-24.wav,2
data_mono\1016\0\1_0_1_MMMK15L__29-04-21-04-22-21.wav,0
data_mono\1003\2\3_2_0_okzd15r__07-03-21-09-35-32.wav,2
data_mono\1008\3\5_3_0_SZZD16S__03-04-21-12-35-02.wav,3
data_mono\1058\1\2_1_0_mvmd06n__28-04-21-05-46-25.wav,1
data_mono\1051\4\4_4_1_SKMK28T__21-04-21-05-44-26.wav,4
data_mono\1030\2\3_2_0_okzd01r__09-04-21-08-23-13.wav,2
data_mono\1012\3\5_3_0_SZZD24S__04-04-21-06-39-22.wav,3
data_mono\1006\3\5_3_1_SZZK29S__05-05-21-11-28-54.wav,3
data_mono\1007\3\5_3_0_SZZD23S__02-04-21-09-29-14.wav,3
data_mono\1038\2\3_2_0_okzd23r__16-04-21-11-56-02.wav,2
data_mono\1015\3\5_3_0_SZZD09S__23-04-21-12-28-01.wav,3
data_mono\1014\2\3_2_0_okzd02r__05-04-21-08-35-42.wav,2
data_mono\1003\0\1_0_0_MMMD28L__07-03-21-09-54-08.wav,0
data_mono\1011\2\3_2_1_okzk20r__04-04-21-03-51-03.wav,2
data_mono\1039\2\3_2_0_okzd31r__17-04-21-11-02-02.wav,2
data_mono\1020\1\2_1_1_mvmk14n__07-04-21-11-25-30.wav,1
data_mono\1038\2\3_2_0_okzd28r__16-04-21-11-57-11.wav,2
data_mono\1057\2\3_2_0_okzd01r__28-04-21-02-11-27.wav,2
data_mono\1037\2\3_2_1_okzk13r__15-04-21-03-24-53.wav,2
data_mono\1003\2\3_2_0_okzd05r__07-03-21-09-32-16.wav,2
data_mono\1037\1\2_1_0_mvmd13n__15-04-21-02-14-23.wav,1
data_mono\1016\3\5_3_0_SZZD25S__11-04-21-12-42-25.wav,3
data_mono\0003\2\3_2_1_okzk10r__28-02-21-03-45-57.wav,2
data_mono\1008\1\2_1_1_mvmk04n__03-04-21-10-03-59.wav,1
data_mono\1053\1\2_1_1_mvmk02n__19-04-21-01-11-37.wav,1
data_mono\1016\2\3_2_0_okzd08r__06-04-21-02-02-21.wav,2
data_mono\1061\1\2_1_0_mvmd24n__04-05-21-11-20-31.wav,1
data_mono\1006\4\4_4_0_SKMD12T__15-04-21-06-15-56.wav,4
data_mono\1044\2\3_2_0_okzd27r__19-04-21-10-28-44.wav,2
data_mono\0003\1\2_1_1_mvmk03n__28-02-21-03-25-48.wav,1
data_mono\0002\2\3_2_1_okzk09r__25-02-21-02-26-51.wav,2
data_mono\1024\0\1_0_0_MMMD14L__07-04-21-06-44-44.wav,0
data_mono\1057\1\2_1_0_mvmd15n__28-04-21-01-57-51.wav,1
data_mono\1003\3\5_3_0_SZZD23S__07-03-21-10-07-51.wav,3
data_mono\1015\4\4_4_0_SKMD03T__05-04-21-10-49-34.wav,4
data_mono\1038\3\5_3_0_SZZD12S__19-04-21-05-05-16.wav,3
data_mono\0002\3\5_3_0_SZZD01S__25-02-21-03-22-49.wav,3
data_mono\1003\1\2_1_0_mvmd23n__07-03-21-09-18-47.wav,1
data_mono\1023\2\3_2_1_okzk22r__07-04-21-05-11-10.wav,2
data_mono\1003\4\4_4_1_SKMK02T__07-03-21-10-46-57.wav,4
data_mono\1044\1\2_1_1_mvmk08n__19-04-21-10-08-13.wav,1
data_mono\1019\0\1_0_1_MMMK18L__22-04-21-12-07-14.wav,0
data_mono\1036\4\4_4_1_SKMK14T__13-04-21-01-09-16.wav,4
data_mono\1011\1\2_1_1_mvmk01n__04-04-21-03-32-24.wav,1
data_mono\1026\1\2_1_0_mvmd11n__08-04-21-03-26-17.wav,1
data_mono\1017\1\2_1_0_mvmd16n__06-04-21-09-08-18.wav,1
data_mono\1004\1\2_1_1_mvmk23n__15-03-21-05-25-17.wav,1
data_mono\1057\3\5_3_1_SZZK13S__28-04-21-02-38-51.wav,3
data_mono\1062\4\4_4_0_SKMD31T__07-05-21-11-10-27.wav,4
data_mono\1036\2\3_2_0_okzd08r__13-04-21-12-31-34.wav,2
data_mono\0003\4\4_4_0_SKMD01T__28-02-21-03-52-01.wav,4
data_mono\0006\1\2_1_1_mvmk23n__01-03-21-09-43-38.wav,1
data_mono\1034\2\3_2_0_okzd16r__12-04-21-02-53-05.wav,2
data_mono\1038\1\2_1_0_mvmd06n__15-04-21-03-52-16.wav,1
data_mono\0005\3\5_3_0_SZZD18S__01-03-21-11-21-39.wav,3
data_mono\1044\1\2_1_0_mvmd19n__19-04-21-10-01-07.wav,1
data_mono\1019\0\1_0_0_MMMD11L__22-04-21-12-00-19.wav,0
data_mono\1005\3\5_3_0_SZZD26S__30-03-21-02-18-41.wav,3
data_mono\1045\1\2_1_0_mvmd20n__16-04-21-08-49-01.wav,1
data_mono\1032\1\2_1_1_mvmk02n__10-04-21-08-11-51.wav,1
data_mono\1046\1\2_1_1_mvmk09n__17-04-21-08-39-56.wav,1
data_mono\1007\2\3_2_0_okzd17r__02-04-21-04-14-42.wav,2
data_mono\1014\2\3_2_0_okzd25r__05-04-21-08-41-20.wav,2
data_mono\1019\1\2_1_0_mvmd11n__06-04-21-10-17-57.wav,1
data_mono\1033\2\3_2_1_okzk17r__11-04-21-12-24-17.wav,2
data_mono\1004\0\1_0_0_MMMD20L__21-04-21-03-20-25.wav,0
data_mono\1015\3\5_3_0_SZZD21S__23-04-21-12-31-21.wav,3
data_mono\0001\1\2_1_1_mvmk08n__24-02-21-02-32-49.wav,1
data_mono\1012\1\2_1_1_mvmk11n__04-04-21-05-51-47.wav,1
data_mono\1012\1\2_1_1_mvmk28n__04-04-21-05-56-03.wav,1
data_mono\1047\1\2_1_1_mvmk03n__18-04-21-11-58-38.wav,1
data_mono\1007\0\1_0_1_MMMK29L__02-04-21-07-30-03.wav,0
data_mono\0001\3\5_3_1_SZZK24S__25-02-21-11-38-30.wav,3
data_mono\0006\1\2_1_1_mvmk21n__01-03-21-09-43-15.wav,1
data_mono\1030\1\2_1_0_mvmd08n__09-04-21-07-46-41.wav,1
data_mono\1019\2\3_2_0_okzd11r__21-04-21-11-46-59.wav,2
data_mono\1019\1\2_1_1_mvmk01n__06-04-21-10-32-01.wav,1
data_mono\1062\1\2_1_1_mvmk04n__07-05-21-10-31-37.wav,1
data_mono\1039\2\3_2_1_okzk21r__17-04-21-11-05-35.wav,2
data_mono\1019\1\2_1_0_mvmd17n__06-04-21-10-20-55.wav,1
data_mono\1019\2\3_2_0_okzd24r__21-04-21-11-50-04.wav,2
data_mono\1020\1\2_1_1_mvmk30n__07-04-21-11-29-08.wav,1
data_mono\1009\1\2_1_0_mvmd06n__03-04-21-11-40-23.wav,1
data_mono\1054\1\2_1_0_mvmd03n__22-04-21-01-14-55.wav,1
data_mono\1024\1\2_1_0_mvmd08n__07-04-21-04-28-27.wav,1
data_mono\1005\3\5_3_1_SZZK07S__30-03-21-02-21-40.wav,3
data_mono\0006\4\4_4_0_SKMD28T__01-03-21-10-47-33.wav,4
data_mono\1011\2\3_2_0_okzd07r__04-04-21-03-40-32.wav,2
data_mono\1004\0\1_0_1_MMMK12L__27-04-21-11-30-46.wav,0
data_mono\1040\1\2_1_0_mvmd11n__15-04-21-08-09-24.wav,1
data_mono\0001\2\3_2_1_okzk12r__25-02-21-10-25-53.wav,2
data_mono\0006\4\4_4_1_SKMK09T__01-03-21-10-50-38.wav,4
data_mono\1039\2\3_2_1_okzk17r__17-04-21-11-04-51.wav,2
data_mono\1008\3\5_3_1_SZZK24S__03-04-21-12-43-01.wav,3
data_mono\1015\2\3_2_1_okzk07r__05-04-21-10-42-26.wav,2
data_mono\1004\2\3_2_1_okzk14r__15-03-21-06-40-05.wav,2
data_mono\1061\1\2_1_1_mvmk03n__04-05-21-11-23-57.wav,1
data_mono\0005\1\2_1_1_mvmk21n__01-03-21-10-49-41.wav,1
data_mono\1030\3\5_3_0_SZZD11S__09-04-21-09-37-33.wav,3
data_mono\1015\4\4_4_1_SKMK10T__05-04-21-11-01-46.wav,4
data_mono\1060\0\1_0_1_MMMK15L__03-05-21-10-51-04.wav,0
data_mono\1009\0\1_0_1_MMMK30L__27-04-21-07-08-50.wav,0
data_mono\1008\4\4_4_0_SKMD10T__03-04-21-01-28-10.wav,4
data_mono\1015\4\4_4_0_SKMD30T__05-04-21-10-58-42.wav,4
data_mono\1027\2\3_2_1_okzk14r__08-04-21-06-01-09.wav,2
data_mono\1008\0\1_0_0_MMMD29L__03-04-21-12-49-54.wav,0
data_mono\1010\1\2_1_0_mvmd28n__04-04-21-04-39-44.wav,1
data_mono\1039\4\4_4_0_SKMD03T__18-04-21-06-16-00.wav,4
data_mono\1039\2\3_2_1_okzk16r__17-04-21-11-04-41.wav,2
data_mono\1062\2\3_2_0_okzd05r__07-05-21-10-38-34.wav,2
data_mono\1038\3\5_3_0_SZZD04S__19-04-21-05-02-24.wav,3
data_mono\1058\2\3_2_0_okzd09r__28-04-21-06-02-21.wav,2
data_mono\0005\0\1_0_0_MMMD02L__01-03-21-06-15-53.wav,0
data_mono\1043\1\2_1_0_mvmd31n__15-04-21-10-21-49.wav,1
data_mono\0001\1\2_1_1_mvmk27n__24-02-21-02-36-41.wav,1
data_mono\1049\1\2_1_1_mvmk08n__06-04-21-10-51-56.wav,1
data_mono\1003\3\5_3_1_SZZK04S__07-03-21-10-11-14.wav,3
data_mono\1053\4\4_4_1_SKMK19T__19-04-21-08-02-05.wav,4
data_mono\0005\0\1_0_1_MMMK07L__01-03-21-06-23-05.wav,0
data_mono\1060\3\5_3_0_SZZD16S__03-05-21-10-02-43.wav,3
data_mono\1004\2\3_2_1_okzk05r__15-03-21-06-37-19.wav,2
data_mono\1033\2\3_2_0_okzd26r__11-04-21-12-02-49.wav,2
data_mono\1030\0\1_0_1_MMMK04L__09-04-21-09-17-08.wav,0
data_mono\0001\0\1_0_1_MMMK29L__25-02-21-10-43-42.wav,0
data_mono\1045\0\1_0_0_MMMD06L__16-04-21-09-36-56.wav,0
data_mono\1047\1\2_1_0_mvmd22n__18-04-21-11-56-29.wav,1
data_mono\1054\1\2_1_0_mvmd04n__22-04-21-01-16-13.wav,1
data_mono\0006\4\4_4_0_SKMD23T__01-03-21-10-45-47.wav,4
data_mono\1021\1\2_1_0_mvmd32n__07-04-21-11-47-18.wav,1
data_mono\1023\1\2_1_0_mvmd21n__07-04-21-04-44-56.wav,1
data_mono\1047\1\2_1_1_mvmk18n__18-04-21-12-00-46.wav,1
data_mono\1036\4\4_4_0_SKMD21T__13-04-21-01-03-12.wav,4
data_mono\0002\3\5_3_0_SZZD05S__25-02-21-03-24-11.wav,3
data_mono\1028\1\2_1_0_mvmd27n__09-04-21-06-31-36.wav,1
data_mono\1027\2\3_2_0_okzd05r__08-04-21-05-51-39.wav,2
data_mono\1008\1\2_1_1_mvmk26n__03-04-21-10-07-52.wav,1
data_mono\1049\2\3_2_1_okzk10r__15-04-21-12-58-41.wav,2
data_mono\1016\4\4_4_0_SKMD31T__29-04-21-05-42-25.wav,4
data_mono\1024\1\2_1_1_mvmk05n__07-04-21-04-37-01.wav,1
data_mono\1039\2\3_2_1_okzk25r__17-04-21-11-06-18.wav,2
data_mono\1016\1\2_1_0_mvmd20n__05-04-21-11-34-33.wav,1
data_mono\1013\1\2_1_0_mvmd32n__05-04-21-04-13-18.wav,1
data_mono\1015\1\2_1_1_mvmk08n__05-04-21-10-23-49.wav,1
data_mono\1026\1\2_1_1_mvmk26n__08-04-21-03-42-53.wav,1
data_mono\1017\0\1_0_0_MMMD12L__06-04-21-11-19-33.wav,0
data_mono\1038\3\5_3_0_SZZD10S__19-04-21-05-04-52.wav,3
data_mono\0005\4\4_4_0_SKMD18T__04-03-21-11-25-31.wav,4
data_mono\0002\2\3_2_0_okzd16r__25-02-21-02-18-00.wav,2
data_mono\1037\2\3_2_0_okzd16r__15-04-21-03-18-21.wav,2
data_mono\1040\2\3_2_1_okzk09r__15-04-21-08-36-58.wav,2
data_mono\1060\1\2_1_0_mvmd31n__03-05-21-09-35-30.wav,1
data_mono\1015\3\5_3_1_SZZK26S__23-04-21-12-40-34.wav,3
data_mono\1016\0\1_0_0_MMMD04L__11-04-21-04-41-28.wav,0
data_mono\1014\0\1_0_0_MMMD21L__11-04-21-08-46-08.wav,0
data_mono\1015\4\4_4_0_SKMD27T__05-04-21-10-57-42.wav,4
data_mono\0001\2\3_2_1_okzk08r__25-02-21-10-25-06.wav,2
data_mono\1037\2\3_2_0_okzd19r__15-04-21-03-19-05.wav,2
data_mono\0002\0\1_0_1_MMMK13L__25-02-21-03-14-01.wav,0
data_mono\1045\1\2_1_0_mvmd01n__16-04-21-08-43-01.wav,1
data_mono\1005\2\3_2_0_okzd11r__30-03-21-02-00-22.wav,2
data_mono\1015\2\3_2_0_okzd26r__05-04-21-10-38-59.wav,2
data_mono\1012\4\4_4_1_SKMK11T__04-04-21-06-28-08.wav,4
data_mono\1016\4\4_4_0_SKMD25T__29-04-21-05-30-45.wav,4
data_mono\0003\3\5_3_0_SZZD11S__28-02-21-09-46-33.wav,3
data_mono\1024\2\3_2_0_okzd17r__07-04-21-04-48-21.wav,2
data_mono\1008\4\4_4_1_SKMK15T__03-04-21-01-35-42.wav,4
data_mono\1060\2\3_2_0_okzd04r__03-05-21-09-46-20.wav,2
data_mono\1047\1\2_1_0_mvmd23n__18-04-21-11-56-38.wav,1
data_mono\1009\3\5_3_0_SZZD02S__27-04-21-06-38-20.wav,3
data_mono\1015\0\1_0_0_MMMD15L__23-04-21-12-13-53.wav,0
data_mono\1040\1\2_1_1_mvmk12n__15-04-21-08-19-48.wav,1
data_mono\0003\4\4_4_1_SKMK01T__28-02-21-04-02-57.wav,4
data_mono\1023\0\1_0_1_MMMK09L__07-04-21-07-24-38.wav,0
data_mono\1037\1\2_1_1_mvmk25n__15-04-21-02-25-07.wav,1
data_mono\1005\0\1_0_1_MMMK05L__30-03-21-02-52-41.wav,0
data_mono\1051\3\5_3_1_SZZK17S__21-04-21-05-57-07.wav,3
data_mono\0003\3\5_3_0_SZZD22S__28-02-21-09-49-39.wav,3
data_mono\1045\1\2_1_0_mvmd18n__16-04-21-08-48-27.wav,1
data_mono\1009\2\3_2_1_okzk12r__27-04-21-06-33-33.wav,2
data_mono\1016\4\4_4_0_SKMD20T__29-04-21-05-29-15.wav,4
data_mono\1030\0\1_0_1_MMMK22L__09-04-21-09-25-06.wav,0
data_mono\1060\2\3_2_0_okzd28r__03-05-21-09-52-41.wav,2
data_mono\1008\2\3_2_0_okzd30r__03-04-21-12-25-12.wav,2
data_mono\1008\3\5_3_0_SZZD10S__03-04-21-12-33-59.wav,3
data_mono\1004\2\3_2_1_okzk27r__15-03-21-06-44-22.wav,2
data_mono\1005\2\3_2_1_okzk23r__30-03-21-02-10-03.wav,2
data_mono\1016\0\1_0_0_MMMD13L__29-04-21-03-06-11.wav,0
data_mono\1030\2\3_2_0_okzd30r__09-04-21-08-42-08.wav,2
data_mono\1038\1\2_1_0_mvmd03n__15-04-21-03-51-19.wav,1
data_mono\1026\1\2_1_0_mvmd06n__08-04-21-03-24-30.wav,1
data_mono\1044\1\2_1_0_mvmd04n__19-04-21-09-55-17.wav,1
data_mono\0002\4\4_4_1_SKMK12T__25-02-21-04-31-05.wav,4
data_mono\1015\4\4_4_0_SKMD28T__05-04-21-10-58-01.wav,4
data_mono\0001\4\4_4_0_SKMD25T__25-02-21-12-56-01.wav,4
data_mono\1060\2\3_2_1_okzk05r__03-05-21-09-54-17.wav,2
data_mono\0002\1\2_1_0_mvmd18n__25-02-21-01-48-55.wav,1
data_mono\1012\3\5_3_0_SZZD25S__04-04-21-06-39-39.wav,3
data_mono\1004\1\2_1_1_mvmk20n__15-03-21-05-24-30.wav,1
data_mono\1019\1\2_1_1_mvmk05n__06-04-21-10-32-47.wav,1
data_mono\0006\0\1_0_0_MMMD22L__01-03-21-10-08-10.wav,0
data_mono\1009\3\5_3_0_SZZD08S__27-04-21-06-39-57.wav,3
data_mono\0001\1\2_1_1_mvmk14n__24-02-21-02-33-54.wav,1
data_mono\1024\4\4_4_0_SKMD11T__07-04-21-05-04-14.wav,4
data_mono\1012\3\5_3_1_SZZK25S__04-04-21-06-46-58.wav,3
data_mono\1008\3\5_3_0_SZZD26S__03-04-21-12-37-29.wav,3
data_mono\1007\2\3_2_0_okzd20r__02-04-21-04-15-53.wav,2
data_mono\1061\2\3_2_0_okzd11r__04-05-21-01-25-37.wav,2
data_mono\1038\1\2_1_0_mvmd19n__15-04-21-03-55-19.wav,1
data_mono\1003\3\5_3_0_SZZD06S__07-03-21-10-02-36.wav,3
data_mono\1017\2\3_2_0_okzd06r__06-04-21-10-50-34.wav,2
data_mono\0003\2\3_2_1_okzk19r__28-02-21-03-48-20.wav,2
data_mono\1038\1\2_1_1_mvmk12n__15-04-21-04-00-31.wav,1
data_mono\1009\1\2_1_1_mvmk03n__03-04-21-12-05-11.wav,1
data_mono\1009\2\3_2_0_okzd26r__04-04-21-02-43-42.wav,2
data_mono\0005\2\3_2_1_okzk22r__01-03-21-11-13-44.wav,2
data_mono\1015\1\2_1_0_mvmd18n__05-04-21-10-16-42.wav,1
data_mono\0005\4\4_4_1_SKMK24T__04-03-21-11-34-34.wav,4
data_mono\0002\3\5_3_0_SZZD03S__25-02-21-03-23-28.wav,3
data_mono\1040\1\2_1_1_mvmk28n__15-04-21-08-24-11.wav,1
data_mono\1005\3\5_3_1_SZZK27S__30-03-21-02-26-10.wav,3
data_mono\1014\2\3_2_1_okzk24r__05-04-21-08-47-29.wav,2
data_mono\1004\3\5_3_0_SZZD06S__15-03-21-06-48-41.wav,3
data_mono\1030\0\1_0_0_MMMD07L__09-04-21-09-03-49.wav,0
data_mono\1014\3\5_3_0_SZZD13S__05-04-21-08-52-18.wav,3
data_mono\1014\0\1_0_0_MMMD28L__11-04-21-08-47-43.wav,0
data_mono\1060\3\5_3_1_SZZK13S__03-05-21-10-15-07.wav,3
data_mono\1005\0\1_0_1_MMMK11L__30-03-21-02-53-58.wav,0
data_mono\1014\1\2_1_1_mvmk07n__05-04-21-08-30-01.wav,1
data_mono\1005\1\2_1_0_mvmd29n__17-03-21-12-24-20.wav,1
data_mono\1040\2\3_2_0_okzd21r__15-04-21-08-32-01.wav,2
data_mono\1010\1\2_1_1_mvmk03n__04-04-21-04-41-38.wav,1
data_mono\1007\3\5_3_1_SZZK26S__02-04-21-09-41-32.wav,3
data_mono\1036\0\1_0_1_MMMK15L__13-04-21-12-53-48.wav,0
data_mono\1008\1\2_1_0_mvmd18n__03-04-21-10-00-21.wav,1
data_mono\1036\1\2_1_1_mvmk16n__13-04-21-12-25-22.wav,1
data_mono\1057\4\4_4_0_SKMD24T__28-04-21-02-50-29.wav,4
data_mono\1017\2\3_2_0_okzd03r__06-04-21-10-48-53.wav,2
data_mono\0005\4\4_4_0_SKMD02T__04-03-21-11-20-15.wav,4
data_mono\1053\0\1_0_0_MMMD26L__19-04-21-08-15-31.wav,0
data_mono\1024\4\4_4_1_SKMK29T__07-04-21-05-16-14.wav,4
